text,l1,l2,l3
"Manthai West Divisional Council (Tamil: மாந்தை மேற்கு பிரதேச சபை Māntai Mēṟku Piratēca Capai; MWDC) is the local authority for Manthai West DS Division in northern Sri Lanka. MWDC is responsible for providing a variety of local public services including roads, sanitation, drains, housing, libraries, public parks and recreational facilities. It has 12 members elected using the open list proportional representation system.",Agent,Organisation,Legislature
"The Legislative Assembly of the Cayman Islands is the unicameral legislature of the British Overseas Territory of the Cayman Islands. It is composed of 20 members; 18 elected members for a four-year term and two members ex officio under the Constitution of 2009. The Governor may at any time, by Proclamation, prorogue or dissolve the Assembly. The Governor shall dissolve the Assembly at the expiration of four years from the date when the Assembly first meets after any general election unless it has been sooner dissolved. There shall be a general election at such time within two months after every dissolution of the Assembly as the Governor shall, by Proclamation, appoint. The first meeting of every session of the House shall, by Proclamation, be held on such day as the Governor shall appoint. A session usually consists of four meetings. A Meeting comprises several sittings. In the elections of 8 November 2000, with a turnout of 80% only non-partisans were elected. After the election, conservative members of parliament formed the United Democratic Party. The social democratic People's Progressive Movement formed in response and won the subsequent election. In the most recent election, the Progressives won a plurality of seats and formed a majority government with the support of independent members of the assembly.",Agent,Organisation,Legislature
"The Sikkim Legislative Assembly is the unicameral state legislature of Sikkim state in north-eastern India. The seat of the Legislative Assembly is at Gangtok, the capital of the state.",Agent,Organisation,Legislature
"Northern Provincial Council (Tamil: வட மாகாண சபை Vaṭa Mākāṇa Capai; NPC) is the provincial council for the Northern Province in Sri Lanka. In accordance with the Sri Lankan constitution, NPC has legislative power over a variety of matters including agriculture, education, health, housing, local government, planning, road transport and social services. The constitution also gives it powers over police and land but successive central governments have refused to devolve these powers to the provinces. NPC has 38 members elected using the open list proportional representation system.",Agent,Organisation,Legislature
"Windsor Public Library is a library in Windsor, Ontario, Canada. It has nine branches and serves the city of Windsor through Children's, Young Adult, and Adult programs, services and collections. Its main branch is on Ouelette Avenue.",Agent,EducationalInstitution,Library
"Libraries in Clackamas County (LINCC) is a consortium of the public libraries of Clackamas County, Oregon. It was established in 1977 when the first county-wide funding levy was approved by county voters. LINCC is a resource and revenue sharing network with a single library computer system. The consortium remains distinct from the Library District of Clackamas County created by a ballot measure voted on during the 2008 general election.",Agent,EducationalInstitution,Library
"The Reaching Across Illinois Library System is a regional library system consisting of 1,300 public, academic, special, and school library members, representing more than 3,500 library facilities in Northern Illinois. The regional library system was created in 2011 when the Alliance Library System, DuPage Library System, Metropolitan Library System, North Suburban Library System, and Prairie Area Library System merged. In Illinois, regional library systems were established by state law.  Member libraries must certify that they meet membership requirements annually. The systems are funded by annual system area and per capita grants from the Illinois State Library.",Agent,EducationalInstitution,Library
"The Blooming Prairie Public Library is a public library in Blooming Prairie, Minnesota, United States. It is a member of Southeastern Libraries Cooperating, the SE Minnesota library region. The library is a branch library to Northfield Public Library.",Agent,EducationalInstitution,Library
"The Hellenic Library of the Onassis Foundation is the library that was acquired by the Onassis Foundation and includes part of the Konstantinos Sp. Staikos' book collection. It is housed in the neoclassical building at 56 Amalias Avenue Plaka, Athens, Greece. This wealth of books belongs to Hellenism and to those who wish to know more about the contribution of Greek thought to the global scene.",Agent,EducationalInstitution,Library
The National Library of Madagascar (Bibliothèque nationale de Madagascar) is the national library of Madagascar. It was established in 1961 and it is located in Antananarivo.,Agent,EducationalInstitution,Library
"Madison Public Library (MPL), originally called the Madison Free Library, is the public library system in Madison, Wisconsin, United States, consisting of a central library and 8 neighborhood libraries. Madison Public Library is part of the South Central Library System. It is the second-largest public library system in Wisconsin after Milwaukee Public Library.",Agent,EducationalInstitution,Library
"The Morton Grove Public Library serves residents and businesses of the village of Morton Grove, Illinois. Morton Grove is located 12 miles (19 km) north of downtown Chicago. The Library is located at 6140 Lincoln Avenue, Morton Grove, IL 60053 and serves a population of 23,270 residents. The mission of the Morton Grove Public Library is to provide a place offering materials, programs, and services to assist the community in its pursuit of personal growth and lifelong learning. The library is a member of the Reaching Across Illinois Library System (RAILS), a consortium of 1,500 public, private, academic, and school libraries located throughout northern and western Illinois covering an area of 27,000 square miles and one of three Illinois library systems. The library was formerly a member of North Suburban Library System (NSLS).",Agent,EducationalInstitution,Library
